	RNA.FC003_Epithelial.0	RNA.FC003_Epithelial.1	RNA.FC003_Epithelial.2	RNA.FC003_Epithelial.4	RNA.FC003_Epithelial.3	RNA.FC004_Epithelial.0	RNA.FC004_Epithelial.1	RNA.FC004_Epithelial.2	RNA.FC004_Epithelial.4	RNA.FC004_Epithelial.3	RNA.FC006_Epithelial.0	RNA.FC006_Epithelial.1	RNA.FC006_Epithelial.2	RNA.FC006_Epithelial.4	RNA.FC006_Epithelial.3	RNA.FC007_Epithelial.0	RNA.FC007_Epithelial.1	RNA.FC007_Epithelial.2	RNA.FC007_Epithelial.4	RNA.FC007_Epithelial.3	RNA.FC008_Epithelial.0	RNA.FC008_Epithelial.1	RNA.FC008_Epithelial.2	RNA.FC008_Epithelial.4	RNA.FC008_Epithelial.3	RNA.FC009_Epithelial.0	RNA.FC009_Epithelial.1	RNA.FC009_Epithelial.2	RNA.FC009_Epithelial.4	RNA.FC009_Epithelial.3	RNA.FC011_Epithelial.0	RNA.FC011_Epithelial.1	RNA.FC011_Epithelial.2	RNA.FC011_Epithelial.4	RNA.FC011_Epithelial.3	RNA.FC012_Epithelial.0	RNA.FC012_Epithelial.1	RNA.FC012_Epithelial.2	RNA.FC012_Epithelial.4	RNA.FC012_Epithelial.3	RNA.FC013_Epithelial.0	RNA.FC013_Epithelial.1	RNA.FC013_Epithelial.2	RNA.FC013_Epithelial.4	RNA.FC013_Epithelial.3	RNA.FC014_Epithelial.0	RNA.FC014_Epithelial.1	RNA.FC014_Epithelial.2	RNA.FC014_Epithelial.4	RNA.FC014_Epithelial.3	RNA.FC018_Epithelial.0	RNA.FC018_Epithelial.1	RNA.FC018_Epithelial.2	RNA.FC018_Epithelial.4
r1959_pos	2088.438627	2097.066143	2382.823623	2098.425852	2058.072057	1797.736227	2076.567651	1896.209282	1961.231621	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2109.254717	2215.807013	2517.033782	2150.821777	2242.937096	1959.128711	2114.145971	2116.455612	2222.438605	2006.787234	1864.714567	2012.310573	2076.563571	2007.272883	2024.226538	1938.102198	2164.655437	1983.32529	2037.113247	2131.838432	1996.291655	2153.362522	2384.228368	2033.110313	2199.946917	2139.795589	2242.648196	2371.694438	2268.745103	2176.315902	1973.670221	2156.229601	2139.680554	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1960_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1961_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1962_pos	1973.639573	1953.910572	2199.953793	1869.14656	1999.413094	1751.44651	1933.377244	1774.671395	1845.465346	1989.057532	1787.839302	1937.651692	2040.314254	2034.605924	1966.705289	1984.631306	2022.16774	2210.790233	1944.847782	2155.561527	1848.971414	1949.886849	1938.502643	2002.338926	1934.524846	1774.15522	1884.159646	1940.798848	1818.071546	1928.374314	1871.128911	2004.645095	1887.898234	1904.178462	2045.895164	1898.530747	1971.882462	2174.341279	1876.398172	2088.362206	1986.950657	2031.724201	2118.615732	1992.191047	2111.249364	1882.386182	1968.279885	2007.251889	1963.693611	2177.719181	2265.587852	2375	2375	2182.651678
r1963_pos	1973.639573	1953.910572	2199.953793	1869.14656	1999.413094	1751.44651	1933.377244	1774.671395	1845.465346	1989.057532	1787.839302	1937.651692	2040.314254	2034.605924	1966.705289	1984.631306	2022.16774	2210.790233	1944.847782	2155.561527	1848.971414	1949.886849	1938.502643	2002.338926	1934.524846	1774.15522	1884.159646	1940.798848	1818.071546	1928.374314	1871.128911	2004.645095	1887.898234	1904.178462	2045.895164	1898.530747	1971.882462	2174.341279	1876.398172	2088.362206	1986.950657	2031.724201	2118.615732	1992.191047	2111.249364	1882.386182	1968.279885	2007.251889	1963.693611	2177.719181	2265.587852	2375	2375	2182.651678
r1964_pos	1973.639573	1953.910572	2199.953793	1869.14656	1999.413094	1751.44651	1933.377244	1774.671395	1845.465346	1989.057532	1787.839302	1937.651692	2040.314254	2034.605924	1966.705289	1985.044909	2023.587298	2210.790233	1948.321161	2158.805579	1849.159102	1950.921688	1938.502643	2004.459519	1934.524846	1774.41765	1884.552364	1940.798848	1818.071546	1929.246352	1871.204889	2005.107375	1888.297617	1905.440637	2045.895164	1898.751991	1972.981617	2174.341279	1879.203477	2091.628465	1987.994339	2036.752112	2123.414593	1995.480948	2117.028277	1882.585657	1969.014002	2007.251889	1963.693611	2177.719181	2265.587852	2375	2375	2182.651678
r1965_pos	2029.583729	2036.399826	2235.926764	1941.796783	2022.401221	1762.716184	2011.497556	1786.267946	1980.643808	1927.760043	1876.926235	2070.626391	2129.19701	2219.142307	1983.017316	2057.818139	2129.418676	2342.021631	2052.765662	2177.657751	1897.605243	2067.804819	1997.782763	2127.493437	1918.55808	1843.94784	1978.182944	2039.047478	1949.382847	1988.534821	1911.448154	2061.820405	1935.60948	1973.479181	2043.924226	1958.473408	2086.543003	2279.265657	1997.129781	2105.474039	2046.069234	2152.091066	2246.542682	2165.3852	2121.00486	1925.113287	2076.957327	2052.441214	2066.757034	2150.652934	2265.587852	2210.820128	2375	2182.651678
r1966_pos	2035.97318	1993.909859	2288.771016	1911.488909	2023.826343	1782.310394	1955.295337	1788.502137	1861.655909	1989.057532	1805.115425	1951.490283	2040.314254	2038.321617	2077.961231	2026.537705	2044.286737	2222.193178	1955.934503	2195.621051	1899.105509	1970.542862	1965.179699	2021.276946	1961.140622	1779.977682	1887.824632	1941.962884	1822.087373	1946.840936	1903.655151	2041.662193	1913.449967	1915.113735	2052.504098	1923.553803	1984.463387	2200.755151	1890.341079	2104.543424	2001.610359	2042.615442	2135.087365	2000.762067	2130.000748	1895.355585	1979.200565	2021.728655	1969.662096	2210.170016	2265.587852	2375	2375	2182.651678
r1967_pos	2099.147101	2126.483564	2382.823623	2065.598235	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2270.095148	1958.852056	2127.926498	2171.529932	2483.13662	2159.592492	2242.937096	1981.524413	2139.728636	2143.247242	2224.772542	2006.787234	1874.237571	2040.091	2076.563571	1932.46046	2010.52274	1968.502761	2197.814744	2011.528801	2044.604989	2131.838432	2008.756052	2175.485364	2380.499314	2028.246767	2216.134403	2166.595975	2176.5609	2321.801335	2168.222072	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1968_pos	2099.147101	2126.483564	2382.823623	2065.598235	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2270.095148	1958.852056	2127.926498	2171.529932	2483.13662	2159.592492	2242.937096	1981.524413	2139.728636	2143.247242	2224.772542	2006.787234	1874.237571	2040.091	2076.563571	1932.46046	2010.52274	1968.502761	2197.814744	2011.528801	2044.604989	2131.838432	2008.756052	2175.485364	2380.499314	2028.246767	2216.134403	2166.595975	2176.5609	2321.801335	2168.222072	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1969_pos	2099.147101	2126.483564	2382.823623	2065.598235	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2270.095148	1958.852056	2127.926498	2172.94949	2483.13662	2163.065871	2242.937096	1981.524413	2139.728636	2143.247242	2226.893136	2006.787234	1874.237571	2040.091	2076.563571	1932.46046	2010.52274	1968.502761	2197.814744	2011.528801	2045.867164	2131.838432	2008.756052	2176.584519	2380.499314	2031.052072	2216.134403	2166.595975	2181.58881	2326.600196	2171.511973	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1970_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	1967.310851	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1971_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2273.810841	2070.107999	2127.926498	2193.648929	2494.539566	2170.679212	2242.937096	1981.524413	2139.728636	2143.247242	2243.710563	2006.787234	1874.237571	2040.091	2076.563571	1936.476288	2010.52274	1968.502761	2197.814744	2011.528801	2055.540262	2131.838432	2008.756052	2183.354941	2380.499314	2042.189674	2216.134403	2166.595975	2187.45214	2338.272969	2176.793091	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1972_pos	2099.147101	2126.483564	2382.823623	2098.425852	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1973_pos	2099.147101	2126.483564	2382.823623	2098.425852	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1974_pos	2099.147101	2126.483564	2382.823623	2098.425852	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1975_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1976_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1977_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2279.889419	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1978_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2279.889419	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1979_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1980_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1981_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1982_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1983_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1984_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1985_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1986_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1987_pos	2099.147101	2126.483564	2382.823623	2098.425852	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1988_pos	2099.147101	2126.483564	2382.823623	2098.425852	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1989_pos	2099.147101	2126.483564	2382.823623	2098.425852	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1990_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1991_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1992_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r1993_pos	2099.147101	2126.483564	2382.823623	2098.910616	2101.654913	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2125.491757	2075.506895	2517.033782	2171.455594	2242.14172	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2084.79758	2079.212668	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2343.499536	2182.651678
r1994_pos	2099.147101	2126.483564	2382.823623	2098.910616	2101.654913	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2125.491757	2075.506895	2517.033782	2171.455594	2242.14172	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2084.79758	2079.212668	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2343.499536	2182.651678
r1995_pos	2164.889503	2211.053352	2165.336287	2313.547047	2060.549197	2148.245632	2244.708479	2276.148632	2217.528771	2178.648724	2170.305635	2245.927982	2260.131011	2312.444354	2247.335256	2215.257489	2296.523867	2517.033782	2314.395672	2242.937096	2204.998176	2243.970147	2296.60597	2309.438572	2213.545047	2129.953328	2186.332943	2180.104998	2247.884738	2110.206376	2143.057591	2254.766719	2169.338097	2240.884802	2187.030084	2175.757995	2271.034293	2402.525999	2250.647655	2231.596799	2249.28637	2318.734196	2414.954877	2356.651855	2215.299102	2162.045374	2282.55424	2248.866471	2266.696856	2152.622864	2265.587852	2533.333333	2533.333333	2182.651678
r1996_pos	2099.147101	2126.483564	2382.823623	2098.910616	2101.654913	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2125.491757	2075.506895	2517.033782	2171.455594	2242.14172	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2084.79758	2079.212668	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2343.499536	2182.651678
r1997_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
