	RNA.FC003_Epithelial.0	RNA.FC003_Epithelial.1	RNA.FC003_Epithelial.2	RNA.FC003_Epithelial.4	RNA.FC003_Epithelial.3	RNA.FC004_Epithelial.0	RNA.FC004_Epithelial.1	RNA.FC004_Epithelial.2	RNA.FC004_Epithelial.4	RNA.FC004_Epithelial.3	RNA.FC006_Epithelial.0	RNA.FC006_Epithelial.1	RNA.FC006_Epithelial.2	RNA.FC006_Epithelial.4	RNA.FC006_Epithelial.3	RNA.FC007_Epithelial.0	RNA.FC007_Epithelial.1	RNA.FC007_Epithelial.2	RNA.FC007_Epithelial.4	RNA.FC007_Epithelial.3	RNA.FC008_Epithelial.0	RNA.FC008_Epithelial.1	RNA.FC008_Epithelial.2	RNA.FC008_Epithelial.4	RNA.FC008_Epithelial.3	RNA.FC009_Epithelial.0	RNA.FC009_Epithelial.1	RNA.FC009_Epithelial.2	RNA.FC009_Epithelial.4	RNA.FC009_Epithelial.3	RNA.FC011_Epithelial.0	RNA.FC011_Epithelial.1	RNA.FC011_Epithelial.2	RNA.FC011_Epithelial.4	RNA.FC011_Epithelial.3	RNA.FC012_Epithelial.0	RNA.FC012_Epithelial.1	RNA.FC012_Epithelial.2	RNA.FC012_Epithelial.4	RNA.FC012_Epithelial.3	RNA.FC013_Epithelial.0	RNA.FC013_Epithelial.1	RNA.FC013_Epithelial.2	RNA.FC013_Epithelial.4	RNA.FC013_Epithelial.3	RNA.FC014_Epithelial.0	RNA.FC014_Epithelial.1	RNA.FC014_Epithelial.2	RNA.FC014_Epithelial.4	RNA.FC014_Epithelial.3	RNA.FC018_Epithelial.0	RNA.FC018_Epithelial.1	RNA.FC018_Epithelial.2	RNA.FC018_Epithelial.4
r1998_pos	2099.147101	2126.483564	2382.823623	2098.910616	2101.654913	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2125.491757	2075.506895	2517.033782	2171.455594	2242.14172	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2084.79758	2079.212668	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2343.499536	2182.651678
r1999_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r2000_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2466.204272	2182.651678
r2001_pos	2099.147101	2126.483564	2382.823623	2098.910616	2101.654913	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2125.491757	2075.506895	2517.033782	2171.455594	2242.14172	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2084.79758	2079.212668	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2343.499536	2182.651678
r2002_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r2003_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r2004_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2466.204272	2182.651678
r2005_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r2006_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r2007_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2466.204272	2182.651678
r2008_pos	2099.147101	2126.483564	2382.823623	2098.910616	2107.912432	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2077.743288	2517.033782	2171.455594	2242.14172	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2087.929963	2081.268547	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2343.499536	2182.651678
r2009_pos	1695.77089	1751.41294	1939.947601	1836.751692	1699.429731	1812.113199	1921.256324	1868.843521	1760.094043	1796.003781	1730.945969	1800.945996	1950.484877	1879.677444	1791.494448	1719.066872	1715.075562	2158.543678	1969.197466	1781.651576	1764.795454	1799.165037	1891.725563	2006.301124	1791.414807	1853.15415	1834.49641	2076.563571	1870.067985	1811.252748	1741.652876	1886.868164	1798.03061	1819.756214	1772.619038	1741.866209	1808.634795	2099.3577	1897.916025	1901.373753	1727.9395	1724.559556	1928.473728	1881.154414	1912.499906	1978.639544	2026.544201	2149.726558	2068.480381	1893.821891	2265.587852	2301.309979	2121.749768	2154.06397
r2010_pos	1695.77089	1751.41294	1939.947601	1836.751692	1699.429731	1812.113199	1921.256324	1868.843521	1760.094043	1796.003781	1730.945969	1800.945996	1950.484877	1879.677444	1791.494448	1719.066872	1715.075562	2158.543678	1969.197466	1781.651576	1764.795454	1799.165037	1891.725563	2006.301124	1791.414807	1853.15415	1834.49641	2076.563571	1870.067985	1811.252748	1741.652876	1886.868164	1798.03061	1819.756214	1772.619038	1741.866209	1808.634795	2099.3577	1897.916025	1901.373753	1727.9395	1724.559556	1928.473728	1881.154414	1912.499906	1978.639544	2026.544201	2149.726558	2068.480381	1893.821891	2265.587852	2301.309979	2121.749768	2154.06397
r2011_pos	2099.147101	2126.483564	2382.823623	2098.910616	2107.912432	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2077.743288	2517.033782	2171.455594	2242.14172	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2087.929963	2081.268547	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2343.499536	2182.651678
r2012_pos	1695.77089	1751.41294	1939.947601	1836.751692	1699.429731	1812.113199	1921.256324	1868.843521	1760.094043	1796.003781	1730.945969	1800.945996	1950.484877	1879.677444	1791.494448	1719.066872	1715.075562	2158.543678	1969.197466	1781.651576	1764.795454	1799.165037	1891.725563	2006.301124	1791.414807	1853.15415	1834.49641	2076.563571	1870.067985	1811.252748	1741.652876	1886.868164	1798.03061	1819.756214	1772.619038	1741.866209	1808.634795	2099.3577	1897.916025	1901.373753	1727.9395	1724.559556	1928.473728	1881.154414	1912.499906	1978.639544	2026.544201	2149.726558	2068.480381	1893.821891	2265.587852	2301.309979	2121.749768	2154.06397
r2013_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r2014_pos	1695.77089	1751.41294	1939.947601	1836.751692	1699.429731	1812.113199	1921.256324	1868.843521	1760.094043	1796.003781	1730.945969	1800.945996	1950.484877	1879.677444	1791.494448	1719.066872	1715.075562	2158.543678	1969.197466	1781.651576	1764.795454	1799.165037	1891.725563	2006.301124	1791.414807	1853.15415	1834.49641	2076.563571	1870.067985	1811.252748	1741.652876	1886.868164	1798.03061	1819.756214	1772.619038	1741.866209	1808.634795	2099.3577	1897.916025	1901.373753	1727.9395	1724.559556	1928.473728	1881.154414	1912.499906	1978.639544	2026.544201	2149.726558	2068.480381	1893.821891	2265.587852	2301.309979	2121.749768	2154.06397
r2015_pos	2087.9006	2126.483564	2372.936016	2098.910616	2086.532297	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2292.121798	2083.609464	2118.917868	2062.965639	2517.033782	2171.455594	2219.575975	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2076.836219	2067.42407	2380.197325	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2343.499536	2182.651678
r2016_pos	2005.603532	2080.566717	2339.39917	2098.910616	2005.822631	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2234.291116	2083.609464	2031.400458	1996.850592	2517.033782	2171.455594	2132.540295	1981.524413	2116.169523	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2090.915848	2008.756052	2131.995679	2380.499314	2084.950462	2216.134403	2007.221578	2002.272876	2291.669267	2272.457099	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2304.158312	2182.651678
r2017_pos	1695.77089	1751.41294	1939.947601	1836.751692	1699.429731	1812.113199	1921.256324	1868.843521	1760.094043	1796.003781	1730.945969	1800.945996	1950.484877	1879.677444	1791.494448	1719.066872	1715.075562	2158.543678	1969.197466	1781.651576	1764.795454	1799.165037	1891.725563	2006.301124	1791.414807	1853.15415	1834.49641	2076.563571	1870.067985	1811.252748	1741.652876	1886.868164	1798.03061	1819.756214	1772.619038	1741.866209	1808.634795	2099.3577	1897.916025	1901.373753	1727.9395	1724.559556	1928.473728	1881.154414	1912.499906	1978.639544	2026.544201	2149.726558	2068.480381	1893.821891	2265.587852	2301.309979	2121.749768	2154.06397
r2018_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r2019_pos	2087.9006	2126.483564	2372.936016	2098.910616	2086.532297	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2292.121798	2083.609464	2118.917868	2062.965639	2517.033782	2171.455594	2219.575975	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2076.836219	2067.42407	2380.197325	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2343.499536	2182.651678
r2020_pos	2083.428574	2126.483564	2372.936016	2098.910616	2083.066031	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2292.121798	2083.609464	2115.217461	2062.965639	2517.033782	2171.455594	2219.575975	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2076.836219	2067.42407	2380.197325	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2304.158312	2182.651678
r2021_pos	2087.9006	2126.483564	2372.936016	2098.910616	2086.532297	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2292.121798	2083.609464	2118.917868	2062.965639	2517.033782	2171.455594	2219.575975	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2076.836219	2067.42407	2380.197325	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2343.499536	2182.651678
r2022_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r2023_pos	2083.428574	2126.483564	2372.936016	2098.910616	2083.066031	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2292.121798	2083.609464	2115.217461	2062.965639	2517.033782	2171.455594	2219.575975	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2076.836219	2067.42407	2380.197325	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2304.158312	2182.651678
r2024_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r2026_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r2027_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2533.333333	2182.651678
r2028_pos	2099.147101	2126.483564	2382.823623	2098.910616	2111.811866	1812.113199	2093.011228	1896.209282	2022.156955	2020.316784	1904.839063	2115.806202	2260.131011	2312.444354	2083.609464	2127.926498	2243.995906	2517.033782	2171.455594	2242.937096	1981.524413	2139.728636	2143.247242	2246.396098	2006.787234	1874.237571	2040.091	2076.563571	2007.272883	2010.52274	1968.502761	2197.814744	2011.528801	2081.707445	2131.838432	2008.756052	2183.354941	2380.499314	2084.950462	2216.134403	2166.595975	2281.892237	2381.755093	2272.601821	2180.462182	1982.379066	2172.43351	2149.726558	2169.586188	2230.250571	2265.587852	2533.333333	2466.204272	2182.651678
